user_activity,user_category_pref,product_id,product_activity,product_category,product_price,product_views,product_purchases,product_rating,same_activity,same_category,score
running,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4766
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2156
cycling,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.4206
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6345
running,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.1929
cycling,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2112
running,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2626
cycling,Accessories,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6919
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1909
cycling,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.2142
running,Safety,4,running,Accessories,15.99,150,40,3.8,1,0,0.6379
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7596
skating,Safety,12,skating,Safety,44.99,155,40,4.5,1,1,0.861
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.5337
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1911
running,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.5056
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6092
running,Safety,2,running,Clothing,29.99,210,60,4.2,1,0,0.7695
skating,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.2516
skating,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.4115
skating,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.43
cycling,Accessories,6,cycling,Safety,49.99,280,70,4.7,1,0,0.5808
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.7997
running,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.162
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4945
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6171
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.3248
running,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2735
skating,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.3842
skating,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2086
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2541
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.3345
running,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3786
running,Accessories,6,cycling,Safety,49.99,280,70,4.7,0,0,0.346
cycling,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3095
running,Safety,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.1453
skating,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.6007
running,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2253
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6914
skating,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.1333
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.7995
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2008
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.2284
skating,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4375
cycling,Accessories,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6621
cycling,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.3596
cycling,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1929
cycling,Clothing,7,cycling,Clothing,24.99,200,55,4.3,1,1,0.8595
cycling,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.2387
cycling,Accessories,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6666
cycling,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.2358
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1243
running,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2644
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6166
cycling,Clothing,10,cycling,Clothing,39.99,190,50,4.1,1,1,0.7936
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.3036
running,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.2318
skating,Clothing,11,skating,Safety,29.99,170,45,4.2,1,0,0.685
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.6044
cycling,Footwear,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.734
cycling,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.5478
cycling,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.2006
cycling,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.2616
running,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2943
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6684
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.3523
cycling,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.2473
cycling,Footwear,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6824
running,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1331
running,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1408
skating,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.158
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1875
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2654
cycling,Accessories,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.7061
cycling,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2637
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.3109
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.3315
skating,Clothing,11,skating,Safety,29.99,170,45,4.2,1,0,0.5408
running,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1977
skating,Accessories,11,skating,Safety,29.99,170,45,4.2,1,0,0.6452
cycling,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.3314
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.4976
cycling,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2555
running,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.3883
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.2595
skating,Safety,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2493
skating,Clothing,15,skating,Accessories,34.99,140,38,3.9,1,0,0.5535
cycling,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1743
cycling,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.148
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.8099
cycling,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.2608
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.1767
cycling,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.3172
cycling,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.3865
running,Safety,2,running,Clothing,29.99,210,60,4.2,1,0,0.6204
skating,Clothing,11,skating,Safety,29.99,170,45,4.2,1,0,0.6207
skating,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.4402
cycling,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.5053
skating,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4001
skating,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.5292
running,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2888
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.566
running,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.4727
cycling,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4544
skating,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.322
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2517
running,Accessories,1,running,Footwear,99.99,320,85,4.5,1,0,0.7299
running,Accessories,1,running,Footwear,99.99,320,85,4.5,1,0,0.6655
running,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2332
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2158
cycling,Accessories,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.5469
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1537
skating,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4993
running,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.5118
skating,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.4796
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6823
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2451
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.4139
running,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.287
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.7266
cycling,Accessories,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6057
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.3492
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2702
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5622
skating,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.3824
cycling,Clothing,7,cycling,Clothing,24.99,200,55,4.3,1,1,0.8212
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.5994
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7714
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.2701
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3326
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.334
running,Footwear,2,running,Clothing,29.99,210,60,4.2,1,0,0.6639
cycling,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.1699
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6972
running,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.258
skating,Accessories,11,skating,Safety,29.99,170,45,4.2,1,0,0.5741
running,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4775
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5562
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1319
skating,Accessories,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3333
running,Clothing,3,running,Clothing,9.99,180,95,4.0,1,1,1.0
skating,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.1431
running,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2282
skating,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2275
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1966
cycling,Footwear,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6014
skating,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.2488
running,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.2154
cycling,Accessories,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6455
running,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4135
running,Safety,2,running,Clothing,29.99,210,60,4.2,1,0,0.6575
running,Footwear,2,running,Clothing,29.99,210,60,4.2,1,0,0.6481
skating,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.4081
cycling,Safety,6,cycling,Safety,49.99,280,70,4.7,1,1,0.8582
running,Accessories,5,running,Accessories,19.99,130,35,3.9,1,1,0.8388
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6461
skating,Footwear,15,skating,Accessories,34.99,140,38,3.9,1,0,0.5516
running,Clothing,3,running,Clothing,9.99,180,95,4.0,1,1,0.938
skating,Footwear,11,skating,Safety,29.99,170,45,4.2,1,0,0.6636
running,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.346
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2567
skating,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2204
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2495
skating,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2488
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1108
skating,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.1806
skating,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.2944
running,Safety,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.244
running,Footwear,4,running,Accessories,15.99,150,40,3.8,1,0,0.5678
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2529
running,Accessories,5,running,Accessories,19.99,130,35,3.9,1,1,0.7179
cycling,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.4887
cycling,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.2725
running,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2294
skating,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.4644
skating,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.217
cycling,Footwear,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6343
running,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2508
running,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2022
cycling,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.4548
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1445
running,Safety,1,running,Footwear,99.99,320,85,4.5,1,0,0.7185
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2931
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.4764
skating,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2202
cycling,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.2419
cycling,Safety,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6519
running,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2186
cycling,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.3828
cycling,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4643
skating,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2542
skating,Clothing,15,skating,Accessories,34.99,140,38,3.9,1,0,0.6589
cycling,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.2257
skating,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.2299
running,Clothing,5,running,Accessories,19.99,130,35,3.9,1,0,0.5804
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4066
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.7114
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2492
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.805
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6145
skating,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.4368
cycling,Footwear,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6731
cycling,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2047
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7471
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1806
cycling,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.1901
running,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1496
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.1325
running,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2119
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2304
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3708
skating,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2784
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2185
running,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.2545
running,Clothing,1,running,Footwear,99.99,320,85,4.5,1,0,0.5814
running,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2413
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3255
cycling,Accessories,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.5796
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.2832
skating,Footwear,13,skating,Footwear,89.99,200,55,4.3,1,1,0.8379
skating,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2392
cycling,Footwear,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6936
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.3145
cycling,Clothing,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6961
running,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2129
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.203
skating,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.2905
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2425
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.7832
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2296
skating,Footwear,11,skating,Safety,29.99,170,45,4.2,1,0,0.6021
skating,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.286
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7037
cycling,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.2649
cycling,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.1875
running,Clothing,3,running,Clothing,9.99,180,95,4.0,1,1,0.9195
running,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1511
running,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2038
cycling,Clothing,10,cycling,Clothing,39.99,190,50,4.1,1,1,0.8499
cycling,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.5709
running,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.1669
cycling,Footwear,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.697
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6973
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6417
skating,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.3068
skating,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.1623
cycling,Clothing,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6248
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1406
cycling,Safety,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.7368
skating,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3657
running,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.3972
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.24
cycling,Accessories,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6057
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.7233
running,Clothing,5,running,Accessories,19.99,130,35,3.9,1,0,0.6075
cycling,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4055
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2368
running,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2246
cycling,Footwear,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6647
running,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2225
cycling,Clothing,7,cycling,Clothing,24.99,200,55,4.3,1,1,0.8771
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.9071
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.4678
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.3007
running,Clothing,1,running,Footwear,99.99,320,85,4.5,1,0,0.6664
cycling,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.3635
running,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2232
skating,Footwear,15,skating,Accessories,34.99,140,38,3.9,1,0,0.6033
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.6557
running,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.3774
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.3365
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.1931
running,Footwear,4,running,Accessories,15.99,150,40,3.8,1,0,0.5917
cycling,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2094
running,Safety,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.1483
skating,Footwear,11,skating,Safety,29.99,170,45,4.2,1,0,0.6672
skating,Clothing,12,skating,Safety,44.99,155,40,4.5,1,0,0.6167
running,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.189
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.7483
skating,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3162
skating,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3455
cycling,Footwear,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.649
skating,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.1783
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2137
cycling,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.3874
skating,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.1522
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.8103
skating,Footwear,13,skating,Footwear,89.99,200,55,4.3,1,1,0.8095
skating,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3678
running,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3545
cycling,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4563
skating,Safety,12,skating,Safety,44.99,155,40,4.5,1,1,0.7996
cycling,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1657
running,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.3417
cycling,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.204
running,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.4217
running,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2858
cycling,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2099
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1938
running,Clothing,5,running,Accessories,19.99,130,35,3.9,1,0,0.5723
cycling,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1727
skating,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.3994
running,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2263
cycling,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1649
cycling,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3383
cycling,Safety,6,cycling,Safety,49.99,280,70,4.7,1,1,0.8743
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6962
running,Safety,2,running,Clothing,29.99,210,60,4.2,1,0,0.5275
cycling,Clothing,9,cycling,Clothing,59.99,240,65,4.4,1,1,0.9166
cycling,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.3223
running,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.1223
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.8124
skating,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3144
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4166
cycling,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.1741
cycling,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1455
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.3476
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.5338
skating,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.3556
running,Safety,1,running,Footwear,99.99,320,85,4.5,1,0,0.7281
running,Footwear,4,running,Accessories,15.99,150,40,3.8,1,0,0.5566
skating,Accessories,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2608
cycling,Footwear,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6555
running,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4259
cycling,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2567
running,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.45
cycling,Safety,6,cycling,Safety,49.99,280,70,4.7,1,1,0.8683
skating,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.4486
running,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.2352
running,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.244
